,birds,ft_stds,ft_means,zrate_stds,zrate_means,roloff_stds,roloff_means,cent_stds,cent_means,mfcc_stds,mfcc_means
17,acowoo,4.2482654e-05,1.1584284e-05,0.05946289392853687,0.1177295929187025,986.039380414006,4725.702242276568,446.14408669908437,2250.7906463800086,58.938087,-11.006819
18,acowoo,0.0028255691,0.0003713497,0.049780568947262654,0.1894783553381459,996.661944250835,5559.100731382979,406.68726415232646,2940.2746528027315,41.324383,-6.4582276
19,acowoo,1.5906071e-05,1.7467793e-05,0.036883430091512605,0.117023685435557,706.5568937715947,5104.317494130505,280.3657952307856,2382.599054358451,60.326508,-9.26062
20,acowoo,0.00509892,0.00067141914,0.04746928493634422,0.19136700435365037,813.9590618678088,6025.135904402839,399.2446190927225,3007.2841174503487,48.450542,-6.2279596
21,acowoo,6.7260835e-06,9.490954e-06,0.051744120011848894,0.21940441244452663,1038.0793804353862,5904.7483184633875,273.3396419140375,3189.2621184202303,56.887997,-12.614342
22,acowoo,0.0014109447,0.0013410768,0.052731609647798924,0.29682520498143566,891.7296414883442,6939.724967125619,321.03731509941974,4009.649763318555,48.098915,-11.737681
23,acowoo,1.5906071e-05,1.7467793e-05,0.036883430091512605,0.117023685435557,706.5568937715947,5104.317494130505,280.3657952307856,2382.599054358451,60.326508,-9.26062
24,acowoo,0.0051872577,0.0033155808,0.06718586897045654,0.1742787317576142,702.4698177353645,5332.932760945431,489.5613376585382,2696.6422477028686,50.49648,-5.209938
25,acowoo,4.240299e-05,1.1793607e-05,0.03577408219598513,0.12888039086838007,1009.5344801748003,5047.5236839223135,270.541058740998,2475.939595730813,61.787838,-11.602994
26,acowoo,0.0023420677,0.0023000126,0.01172592354780706,0.2587600295608108,138.2455291089075,7321.109992203742,85.39880407537385,3616.2235076895554,87.76952,-12.911122
27,acowoo,0.015691582,0.014340251,0.08026996452877093,0.07779763284431356,1730.3269629921033,3532.2250925433573,950.3441763474942,1708.9741251355415,57.09488,-1.2954232
28,acowoo,0.06685931,0.030570645,0.042142115368804044,0.28335526136858136,631.8860040222755,4602.3426663470955,375.32125017132284,3362.405151097531,66.49906,-14.8045435
29,acowoo,2.1978782e-05,6.5060603e-06,0.05990417810046769,0.2566445042638169,961.9009345366039,4841.319852048251,493.1444095980141,3169.2011865665168,58.98417,-12.741233
30,aldfly,0.0017324014,0.001698454,0.043399040127051626,0.2501112278134441,1072.2273977062964,6436.580172535876,282.33279300617755,3621.2238299005726,50.48659,-13.932549
31,aldfly,0.01599318,0.008357206,0.08244520258182914,0.09045473043073841,866.2463173402732,8622.648871279336,1206.9406726211632,4064.1068462306516,49.352325,2.2046397
32,aldfly,0.0002058364,0.00012920948,0.023430646670775976,0.19978823454483696,128.83190080067945,3230.6650841754417,167.5567673315378,2197.0665670002454,62.57887,-12.847891
33,aldfly,1.6697062e-05,5.6836634e-06,0.04797631880251524,0.28127446725217864,500.829517213018,6369.465188419118,278.97539022054934,3635.8084959056423,16.90933,-1.4630185
34,aldfly,0.004408781,0.0025000654,0.06022975347063557,0.15332587086799473,518.1934094357025,5495.906988835377,279.02936938937626,2712.5720907300188,92.80059,-12.538197
35,aldfly,0.00012800224,8.4344865e-05,0.0378862379346582,0.17300017554998653,271.96800890186415,3063.7123855245895,319.27674374738456,1950.5761673468419,57.264244,-12.471442
36,aldfly,3.653474e-06,5.7609177e-06,0.0496431634948443,0.2264006608687107,225.29748324623083,3387.778896115861,482.16057592534565,2413.3854667038327,72.810936,-13.961903
37,aldfly,0.06071922,0.027040245,0.09158524733731772,0.1957626626394052,215.36981318529362,8850.466680703996,694.1054485830832,4866.128539675235,58.325558,-0.55528235
38,aldfly,0.3131165,0.10418332,0.08269905086974039,0.10448975824004975,962.1375486123493,8592.698828853778,1141.3356360975574,4472.589460176917,57.176304,-0.1237721
39,aldfly,0.10271675,0.08329408,0.0648177531655622,0.3099218444983082,1358.6010468388185,6808.8134003082705,660.190208630655,3901.402294803476,57.361683,-8.46559
40,aldfly,0.0073130988,0.00325291,0.042035085422188784,0.1376251035105343,246.17816731460084,2919.002476616801,297.8462254986136,1711.4712038348089,54.63982,-12.797895
41,aldfly,0.011484874,0.007001632,0.03044372488814856,0.5849866043491865,117.0542615615627,7979.587918736311,127.24843344403871,6329.189315199421,57.759693,-6.2204013
42,aldfly,0.0006321369,0.0005814417,0.051647206738022255,0.31178501674107145,607.6501164981614,5932.338303786058,385.2029656846038,3774.2832276573185,72.25417,-9.625455
43,aldfly,0.12670752,0.050530985,0.07479473294763282,0.16853725243196846,207.85770526330407,7813.485950613555,629.6090554733535,3908.930954939379,22.871477,5.028361
44,aldfly,1.6697062e-05,5.6836634e-06,0.04797631880251524,0.28127446725217864,500.829517213018,6369.465188419118,278.97539022054934,3635.8084959056423,16.90933,-1.4630185
45,ameavo,0.07886711,0.06748615,0.06036121743160355,0.2159448853929385,778.3482037226305,4449.47590404328,420.4875248146727,2773.4306242970647,62.31165,-9.957228
46,ameavo,0.00030038983,0.00016926294,0.03949001947151542,0.16488031635369954,250.24589753439324,2750.9874010299886,320.92453285332317,1866.8470607905647,55.92078,-11.918991
47,ameavo,3.8112918e-05,1.2095527e-05,0.04446706860043138,0.182582748339372,474.22114360875975,3124.3221382472825,452.3218132679071,2165.50078982784,56.269062,-6.9754786
48,ameavo,8.640424e-06,1.2468798e-05,0.049278923144872325,0.16063901534311245,806.7202174267458,3428.103364472686,399.69389865459794,2172.450643444914,60.902397,-13.210121
49,ameavo,0.00083424186,0.00011109937,0.03668290909576621,0.18544760750521525,917.4305308312786,7435.868735035796,344.63725840902947,3279.980396512463,36.675426,-5.054798
50,ameavo,0.00027663467,3.8501294e-05,0.033137798877323855,0.15431264913729809,752.5374142090791,5118.91035844576,297.73460686685536,2637.698143965648,40.368843,-6.853018
51,ameavo,0.028097479,0.03533373,0.03411309664409101,0.2896265874714612,1772.0471760784626,6757.51735739512,473.1710469853521,3768.4280479300905,62.84731,-13.568881
52,ameavo,0.0028364346,0.0012033057,0.056242698658509255,0.3312599709084084,1034.407776939825,5814.158836570946,380.5110400508119,4071.7814186709857,65.82453,-7.9864635
53,ameavo,8.99935e-06,1.3336129e-05,0.038070482997487165,0.11059292335345504,1420.4709805835012,4912.186930626104,450.79414085355097,2267.495420732412,58.516037,-12.65396
54,ameavo,1.0150633e-05,1.2910395e-05,0.06784815453199831,0.10709389504641485,1445.1310003501535,3684.1931980733834,648.8612333603892,2016.7181615535417,85.115845,-14.3464
55,ameavo,5.8991605e-05,1.7295346e-05,0.06155070187566863,0.22807715749454446,1143.3772903985953,5110.946290660802,654.2863060013462,3060.178018742396,55.300774,-8.917383
56,ameavo,8.640424e-06,1.2468798e-05,0.049278923144872325,0.16063901534311245,806.7202174267458,3428.103364472686,399.69389865459794,2172.450643444914,60.902397,-13.210121
57,ameavo,7.00809e-06,1.0351071e-05,0.09309249050688977,0.30476250923190545,1998.3457078397175,6852.949846231075,855.8967370895078,3960.4022418036034,91.43994,-15.546101
58,ameavo,0.0002726299,3.796169e-05,0.03965993436284557,0.2088952155676941,1111.9310889048056,7114.278778302404,356.0710187677048,3365.987383917234,50.95002,-9.583094
59,ameavo,0.00026658986,3.302133e-05,0.024744017150864127,0.1500522347383721,757.9515229406602,5572.367312409157,198.58997831947283,2699.9791916877507,41.711117,-7.607694
60,amecro,0.001109735,0.00015108513,0.09583691832797339,0.2998262845552885,1249.66422177873,7006.956059382512,774.7119103920915,3864.607750468118,59.792126,-8.003308
61,amecro,0.040934775,0.030056013,0.03840218443137155,0.13753362996688742,835.2646732575097,3842.5537513581335,495.24986514398654,2241.501754729501,52.503143,-7.020324
62,amecro,8.8317705e-05,0.00011309746,0.026223638023599394,0.21308278267254038,430.06623258525406,7365.841607585352,263.4043550921393,3633.3209724614258,57.633205,-17.524132
63,amecro,0.00011776455,3.062884e-05,0.06755547197915111,0.08514155848552855,1572.6448609540446,3526.068677313279,769.9903577222757,1656.257840638837,72.34949,-2.7879407
64,amecro,0.42686445,0.07545895,0.008897477390778138,0.014626713122351694,874.4279981430998,2148.4388448424256,194.43399749202035,1019.544395427046,57.213367,0.8490127
65,amecro,0.025811758,0.017219996,0.027942412914367908,0.17146031996783087,859.0590870654869,5569.729237275965,549.3307690780778,2957.8804330844196,62.781536,-16.172798
66,amecro,2.1487416e-05,5.7210245e-06,0.19509648521617837,0.34872289073938506,1933.2772164635276,6085.257981217972,1590.607749109249,4017.941720015636,63.95104,-12.568085
67,amecro,3.8401195e-05,1.2594817e-05,0.07159434947853421,0.3098735645370702,765.1589690508487,5426.799085556949,597.9436509726503,3536.591043932178,54.44519,-10.284875
68,amecro,0.07064735,0.026064998,0.10663844115152007,0.20943526785714286,974.8058865725553,6696.5677734375,919.3909851314818,3342.937041535432,53.392864,-6.4508066
69,amecro,0.060432527,0.027305298,0.01773658373728543,0.14937225992310588,743.5192355742346,4189.3305682163755,271.52497118518176,2395.5872675925348,43.120743,-11.877602
70,amecro,4.94779e-05,3.756836e-05,0.08561885914372988,0.21218508099197247,922.260775249011,6886.344699684633,689.0110156157732,3497.6043341074596,52.98225,-12.345998
71,amecro,0.013650577,0.0039014977,0.024811746706927117,0.05109315589353612,521.631266864089,2752.4837363355514,179.33369599391753,1393.0019416613304,49.15947,-2.6300423
72,amecro,0.02271073,0.0181753,0.0655967093125988,0.24837746625129803,769.9667477853964,5133.868921582944,473.60277285820365,3159.069252397593,59.98408,-12.400429
73,amecro,0.074316226,0.04457709,0.024053050256230647,0.15699177194148936,686.1288491778072,4480.051633144947,333.1760015462753,2524.2632999017815,46.997707,-10.2688465
74,amecro,1.1468408e-05,1.5040672e-05,0.04272691832024252,0.15969667058691756,1157.3146469292378,5038.661479334677,543.9382503101662,2668.4447272734697,66.47127,-13.040697
75,amegfi,5.647622e-05,6.3853775e-05,0.03993242369994839,0.4216172960069444,649.8323447423523,7633.088514539931,292.2450985491891,5255.972451764188,76.76421,-14.827495
76,amegfi,2.1427288e-05,7.5524454e-06,0.06955168846565776,0.4900746047200844,717.7247855257538,7567.8009366562965,410.0583979215165,5213.184564945481,64.793625,-12.815832
77,amegfi,0.0021341024,0.002626714,0.054017752149149396,0.4447185628380989,443.78707585242046,8523.57066418325,436.37780907929,5247.78490277107,70.200356,-19.187485
78,amegfi,0.038714312,0.03523239,0.09646790946284342,0.25314832486058214,470.06664039628305,5717.727358945695,689.4997210896123,3245.820163038354,56.6937,-8.336577
79,amegfi,0.10191387,0.06293544,0.06793565710936024,0.2601035458011454,601.6117972277352,5567.399916651405,465.62814833965416,3346.7242074588744,40.180046,-12.557289
80,amegfi,0.45793295,0.5521297,0.039341981778314966,0.4651286713530067,334.19783839549405,7705.2978515625,209.61210594292336,4913.643714740854,16.388073,-2.3231447
81,amegfi,0.051727645,0.027856117,0.09981363077613517,0.15705778428632847,838.9585323589564,5759.687470610759,632.6667731893282,2789.2705074947817,65.27463,-5.3151183
82,amegfi,0.028011678,0.019742753,0.09191229081697626,0.2905368347682066,1161.6709655531665,6663.710187076827,801.3846824642096,3999.8368627921614,58.264896,-14.283295
83,amegfi,1.2456434e-06,1.2418698e-06,0.10857211446633633,0.3921223730057854,1222.8399854383476,7228.968851696726,665.1885364798376,4488.637471214403,60.58957,-13.332755
84,amegfi,0.00050401327,0.0003867247,0.04024888091281679,0.15230091831140352,703.7012464008911,4865.287941380551,314.61436494807276,2413.375575911905,49.221447,-6.1659417
85,amegfi,0.056468405,0.055819314,0.0816792226235231,0.30021855910076195,1011.4332119537081,5426.981047862339,807.4563595489369,3805.8792220650203,53.92359,-12.465662
86,amegfi,0.2565977,0.2782106,0.06722848506900062,0.3744273353116562,743.8260662718135,6966.669574672311,395.6271850986604,4671.475873680566,63.214287,-14.4508
87,amegfi,0.2514456,0.08926389,0.03993975472804766,0.033802476350612426,1463.5757608081456,1858.5151251845473,531.3690387017322,941.4829982957124,56.238594,0.27721822
88,amegfi,0.18913299,0.21039967,0.03400595395969106,0.3148900514698149,586.7272957141922,7178.225069924669,214.1621262680012,4045.300666648968,35.019558,-13.2960415
89,amegfi,0.03571416,0.03346483,0.11286682304947901,0.1650530419222904,1865.4373653213802,6366.199030027799,1127.6835340368175,3262.556142714308,55.65661,-2.6972675
90,amekes,0.00072425476,0.0009479158,0.12352911395223948,0.2901572230871886,901.4432713175617,6484.904203041592,1005.5344758303128,3858.7010697924384,45.70922,-12.551757
91,amekes,0.06977241,0.039477643,0.056852303474147214,0.4586689730966807,1165.417951172436,7934.213877477937,400.58256950647376,5235.40982159742,69.96507,-15.299602
92,amekes,4.1702566e-05,5.5512715e-05,0.08979679452040128,0.2976207386363636,1477.6080922472095,6447.264408213569,747.8018223389424,3790.344265786263,82.70275,-11.787552
93,amekes,3.2758475e-05,2.4578243e-05,0.05455633183661236,0.0955060943023925,518.0681510751737,4578.515239609883,421.5399260127187,2027.4139231866216,47.97859,-14.304766
94,amekes,0.00072425476,0.0009479158,0.12352911395223948,0.2901572230871886,901.4432713175617,6484.904203041592,1005.5344758303128,3858.7010697924384,45.70922,-12.551757
95,amekes,0.025629375,0.01330995,0.08211115521450292,0.10880855314449064,724.5918586262319,4796.241198755847,665.1705774381381,2346.5130897255326,49.773262,-2.1041567
96,amekes,0.011123973,0.004564284,0.08006140283531125,0.0765624373596857,1535.6346742494009,4301.081218805123,793.7549173459246,1830.309273207855,56.169518,-0.7412556
97,amekes,0.01556154,0.017735621,0.10035234538323834,0.24291237845328972,533.54258959479,6390.273512046756,590.02847824164,3416.6399035885,35.73136,-6.847624
98,amekes,0.011567758,0.015622052,0.052640595567498616,0.2237411253354204,492.9151087276153,6451.794499105546,310.8700773323959,3300.9754547846255,38.191723,-4.9827633
99,amekes,0.011123973,0.004564284,0.08006140283531125,0.0765624373596857,1535.6346742494009,4301.081218805123,793.7549173459246,1830.309273207855,56.169518,-0.7412556
100,amekes,0.0027532296,0.0040051746,0.0816005824333815,0.3008987991898148,747.8912016435182,7012.868019386574,712.1458297693069,4160.431140909981,94.8835,-11.917424
101,amekes,0.009535665,0.010398281,0.08731835565664586,0.3056760279217719,1605.1500555888028,7085.316816756009,1029.2926392792442,4130.342848895296,68.378204,-7.583406
102,amekes,0.025629375,0.01330995,0.08211115521450292,0.10880855314449064,724.5918586262319,4796.241198755847,665.1705774381381,2346.5130897255326,49.773262,-2.1041567
103,amekes,0.09033017,0.02091791,0.0567612786605482,0.10217410485112936,921.4693780218261,4940.6320685478695,495.4153430345131,2329.681345490868,50.27779,-2.348109
104,amekes,0.0014806302,0.00020053028,0.032784204738844996,0.3739645100971253,901.9969374097234,8328.54577484243,243.84151081421146,4584.087649832611,49.051846,-8.494012
105,amepip,2.1342026e-05,5.8428036e-06,0.0716886672224,0.4426235048110876,1577.450971408776,7242.075464280985,776.48244408602,5044.24228413453,77.03833,-15.473728
106,amepip,0.001224978,0.0016553677,0.03558050705036632,0.398664283307838,789.1081027197072,7785.946975387893,293.9956965411951,4801.529081835776,59.372486,-16.657026
107,amepip,0.037412032,0.008246961,0.1116660175846917,0.275494884341637,737.9783631294885,6521.852931772687,761.9911666208835,3979.555824376383,65.67262,-4.705991
108,amepip,0.0006482134,8.563973e-05,0.07020748918894335,0.34494938079967247,750.5996126519373,7585.047292917577,660.8601298766706,4330.137366266755,56.794964,-9.721733
109,amepip,8.2603816e-07,9.61551e-07,0.06068497955173378,0.48072048048898963,847.4432971962369,8255.473050922927,451.227346047563,5555.678075858015,89.96887,-17.54022
110,amepip,0.15847579,0.043940973,0.11983048358079718,0.13502854567307693,1277.70855021588,6079.563551682692,1263.7309793074576,2843.519882626507,73.02093,-6.5110216
111,amepip,1.5722271e-05,2.6084126e-05,0.030658462855607593,0.5655962262834822,299.8672687808226,9199.618835449219,230.76130484686084,6289.865598438051,100.47687,-18.414076
112,amepip,0.004149458,0.0028166268,0.04943142679910936,0.3355363241991206,723.1096419259916,6495.020021984925,319.87134427132276,4197.488780954474,63.43988,-17.701723
113,amepip,0.006264965,0.00381054,0.059586044272515584,0.13666139632936508,551.2876116319236,4858.8134765625,479.94573251396866,2421.2637118705557,43.560642,-9.636726
114,amepip,0.009407062,0.004329626,0.0038209133888111387,0.01073299042166096,646.7214225950606,495.4480314907962,243.92423716145075,430.1004671991811,59.799965,-0.6718977
115,amepip,0.0,0.0,0.06507521053273477,0.3964990019273128,1619.2003487144589,7213.499728971641,527.7128940287758,4683.133989907352,78.01084,-12.577368
116,amepip,2.1178432e-05,5.2848914e-06,0.06024441458117059,0.4135049457199003,2064.716943499864,7097.642638785707,579.9131509794448,4737.9307903925765,73.76582,-13.440796
117,amepip,0.00012526583,0.00019899468,0.06399002341584849,0.4114892578125,432.4520170944568,8652.990434126421,470.0267126138449,5056.975975249422,93.06703,-21.669558
118,amepip,6.3320246e-17,1.3774517e-16,0.03794778989637824,0.2192354313594358,751.6453778515775,6730.906445692485,428.80110191981424,3394.8165885428707,68.01682,-11.523698
119,amepip,8.506567e-17,1.7421129e-16,0.07523299475815307,0.40605236235119047,474.0262119886308,8168.26171875,590.1888723332869,4809.175858913423,64.34816,-12.794855
120,amered,0.014868978,0.009299155,0.14950246468060546,0.1982862830744895,1399.1950214636736,4878.196367423426,1180.0787619790233,2664.937541405467,30.160315,-1.4107376
121,amered,0.07876141,0.031738807,0.10224463241849319,0.40001526266677256,1135.7600027387984,6210.964465595715,950.1290425872392,4619.829426887505,85.35281,-16.95152
122,amered,0.008066218,0.0074376184,0.0747872978871203,0.44329161953242835,480.1754716221499,6769.5583816459275,675.6914743484948,5063.689756712094,89.35413,-16.046215
123,amered,0.08484616,0.09907389,0.06303960904098539,0.35841192593232046,565.1302426015343,8166.001327261741,394.8714432154478,4576.117845143057,47.341404,-14.60565
124,amered,0.0009819648,0.0014268882,0.07199554807263957,0.46139297065897983,829.3549721385281,8354.876235467891,442.2902376110114,5498.287558499536,64.11965,-15.439844
125,amered,0.018465297,0.0058100927,0.12197849041842207,0.21150864393576221,1035.5656473659094,5131.101139759858,835.525509651281,2927.330620477722,42.092693,-1.8235873
126,amered,0.03299273,0.019018102,0.08966234553116513,0.37050849750657605,642.3749540262613,7969.994507103518,648.18299503381,4587.122273082638,64.50679,-8.3112955
127,amered,0.010030263,0.0055545974,0.14420326021089605,0.11805062342171717,2147.164664416921,4447.258966619318,1388.9028559282385,2097.7794641891796,39.22688,1.6140448
128,amered,0.07946279,0.073451646,0.0946420761378359,0.2681682451699255,852.9517966383758,5674.0792215869415,751.1458194195395,3298.897077517313,40.602375,-5.993917
129,amered,0.049046658,0.027796129,0.08939334175072669,0.3408267669778586,962.5656027411608,5669.914403941879,799.2627441325343,3890.502591621454,66.73477,-16.575495
130,amered,0.09213466,0.11256969,0.08558471379727904,0.41559511232206403,621.747428272237,7911.985219500667,655.6261071954331,4812.087527294017,35.569702,-5.9937077
131,amered,0.09213466,0.11256969,0.08558471379727904,0.41559511232206403,621.747428272237,7911.985219500667,655.6261071954331,4812.087527294017,35.569702,-5.9937077
132,amered,0.024902964,0.03169814,0.10091691752779498,0.22426116141270339,1212.3821703455687,7107.9001400676625,866.4133860805574,3472.6917997613427,73.81357,-13.087189
133,amered,0.027983034,0.012448114,0.1576738748653726,0.22678767747603185,639.498695001283,6722.568741811728,866.3743665815198,3931.915653793333,66.72515,-5.2944803
134,amered,0.018971,0.016854186,0.12228712739865272,0.31884765625,651.5915907274888,7208.542556762695,790.1587732205226,4180.704454691142,67.34113,-17.375074
135,amerob,0.0023012164,0.002116754,0.06122043532436599,0.16939356367821132,753.8327193780742,3434.9423888063075,470.4169367328321,2225.229970808229,42.009407,-11.945856
136,amerob,0.04671953,0.026255645,0.03951138499729288,0.285224893924602,976.4726448265454,4645.641418805384,434.1443902701397,3567.441107439438,91.61624,-18.124557
137,amerob,4.2907137e-05,1.256103e-05,0.047774991267950775,0.31670040967987806,674.0994950788173,6663.817347084604,317.3628194751802,3982.1149916128174,60.976593,-10.752167
138,amerob,0.012923051,0.007729838,0.04880495733415648,0.19227229243970315,203.05998645097586,3391.1998401988635,365.6761384567247,2427.9706513507986,77.01523,-17.789639
139,amerob,0.0020494673,0.0019931383,0.055810973379018615,0.3058193040930707,882.0378757252753,5305.711033033288,385.91245890913115,3554.693886025529,85.390144,-18.238039
140,amerob,5.3418735e-06,8.592909e-06,0.044262599570632374,0.2950322050622827,411.04758324272666,7587.272776651217,307.41690349604266,4037.7695633976873,30.072073,-8.37203
141,amerob,7.4052343,1.5511904,0.009376833290321292,0.013735105665467626,1230.3282158120633,1594.5672563511691,313.4910879654581,815.4247413284296,29.057232,6.5652385
142,amerob,5.8703426e-05,5.9880167e-05,0.07583616578849371,0.19141341207727827,761.26374786786,3896.361893531212,462.38273906908887,2483.361588590114,74.252235,-14.681877
143,amerob,0.00073182414,0.000890277,0.06120114809079537,0.37778848755411254,976.4914923332636,6422.823153409091,626.384445013999,4450.237114895654,71.84899,-8.700635
144,amerob,0.013593971,0.011489005,0.04170614299035105,0.29024149964290946,965.3047713202728,5339.161815805376,396.5263869024787,3504.6419874421927,82.930466,-16.778893
145,amerob,6.285415e-05,7.70767e-05,0.039936250019630054,0.08384678643724697,667.9290717340082,2589.642289505314,344.0847170323904,1429.0729258413637,57.795376,-3.7348497
146,amerob,0.0048310147,0.0025620016,0.05875441436661996,0.2955624103927714,1239.802930693361,4674.6292240430785,610.8104350647463,3491.4911346308613,84.68074,-15.135129
147,amerob,1.7979923,0.80415154,0.05734250796609056,0.08504408482142857,702.775372506833,2100.7423828125,447.0018482051504,1271.3984845669797,38.97125,-1.0448501
148,amerob,3.8212664e-05,5.0227005e-05,0.030531897487403488,0.2591994118555791,553.4897010372239,7226.845589330641,253.8538860942275,3638.7970706588794,28.237288,-3.5780175
149,amerob,0.0002795472,4.3454555e-05,0.0612677699187187,0.05031884540610599,1370.2634715095844,2917.360367313508,712.3677121181332,1356.872507112134,53.244427,-0.28104618
150,amewig,0.00034133042,0.00026409066,0.035398360218721926,0.24073610167572465,974.4693343973606,6616.029848845109,297.0829172066277,3493.696541708115,59.766,-13.423858
151,amewig,1.6317613e-17,3.898599e-17,0.11284403157387782,0.3464638038917824,1244.078166684829,8300.177510579428,1024.071471693368,4741.274096136618,62.407276,-14.526052
152,amewig,0.026911149,0.020549765,0.03752784791445414,0.14266090229345493,606.4611696370347,3140.8672021693937,341.4267804398545,1926.921515786623,40.57089,-10.260333
153,amewig,0.15431228,0.08677051,0.0633720377234682,0.09487865870032224,1465.2333811806393,4017.1566611842104,650.3772703635588,2074.747054297166,68.06777,-6.091919
154,amewig,2.1096515e-05,6.291502e-06,0.01838451305860294,0.16880454060759054,559.1636832041279,3909.670926999913,175.40527193863176,2452.9146803899507,63.479362,-11.285204
155,amewig,4.9770205e-07,3.017134e-07,0.028744448517731256,0.19234724234271522,1295.75251271369,6293.89858624793,316.5245008568026,3082.7244778641584,71.26761,-14.260831
156,amewig,2.1096515e-05,6.291502e-06,0.01838451305860294,0.16880454060759054,559.1636832041279,3909.670926999913,175.40527193863176,2452.9146803899507,63.479362,-11.285204
157,amewig,0.10402697,0.049151346,0.031183303736941996,0.05090502045612813,499.09479398729144,3322.261340638057,299.58233403728246,1607.682387404197,31.30473,0.27254948
158,amewig,0.0012791051,0.001417722,0.024504102055997835,0.24910951967592593,675.0018376742179,6352.2470703125,291.2763175185417,3631.7932438839434,38.370964,-12.40161
159,amewig,9.394189e-06,1.1836766e-05,0.035088952662449775,0.14814231514750378,1029.575691945836,4549.889265051768,448.02903050173836,2473.745047448798,51.302876,-9.368982
160,amewig,0.15431228,0.08677051,0.0633720377234682,0.09487865870032224,1465.2333811806393,4017.1566611842104,650.3772703635588,2074.747054297166,68.06777,-6.091919
161,amewig,0.85207057,0.29283842,0.03505031147844915,0.054323054785438765,679.8991835680519,3773.66789152905,412.5850151893701,1655.0262994435045,34.315716,2.4005191
162,amewig,0.0023909856,0.0015203808,0.019873008266549072,0.2257057500385327,1128.5126096507279,4152.575999682105,352.6345182076107,3038.534550774069,57.338707,-12.962402
163,amewig,0.26899055,0.17576511,0.02948704376305407,0.18902715936407344,445.53256544935783,4545.792821070531,193.19067667472154,2718.408907104748,40.624023,-14.251207
164,amewig,1.3083779e-06,8.8320047e-07,0.01750291973063418,0.1592158069349315,968.4512483015562,5603.254093535959,172.79570356664092,2789.148862965115,60.30565,-11.380729
165,amtspa,0.0041136136,0.003958539,0.023290935668981334,0.639204326312255,492.14346026089095,9223.144272468737,326.61532385883135,7067.4414673372185,94.61785,-15.793602
166,amtspa,4.2157655e-05,1.17965255e-05,0.09895618799948405,0.2527213840309633,1688.1198880870058,7142.059718140768,1125.4891299553494,3659.52296975586,71.50543,-11.924957
167,amtspa,0.012185716,0.008974208,0.06418014449995468,0.3823095034246575,898.9711243181483,5668.748461579623,593.4118265056999,4226.608521508022,81.165985,-15.690397
